1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
871,SHOW / PLAY,הצגה,SINGLE,https://vimeo.com/400913296,"Sequence-TA-34_40-SHOW,PLAY.mp4",5.810,לא רלוונטי,לא רלוונטי,2,אשדוד,claw-thumbout.jpg,לא רלוונטי,N/A,אשדוד,claw-thumbout.jpg,לא,IMRP,מאונקלות (כמו וו),פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,אחורה,שתי ידיים פונות לצדדים מנוגדים,כן,בסוף הסימן,טוֹרסוֹ,טורסו עליון,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,מרוחק>קרוב,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לסירוגין,לא (חד כיווני),לא,לא,לא,לא
872,PRINTING,דפוס,SINGLE,https://vimeo.com/400913335,Sequence-TA-35_3-PRINTING.mp4,5.286,לא רלוונטי,לא רלוונטי,2,אגרוף,Fist.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,לא,שונה,לא,למטה/למעלה (2 ידיים),אַחֵר,כן,בסוף הסימן,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
873,TO COLLECT,לאסוף,SINGLE,https://vimeo.com/400913372,Sequence-TA-35_21-TO-COLLECT.mp4,5.095,לא רלוונטי,לא רלוונטי,2,צמודה,5-thumb.jpg,אגרוף,Fist.jpg,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא,שונה,מְחוּבָּר,לצד הנגדי/למעלה,אַחֵר,כן,מחובר,שני מיקומים,שטח נייטרלי,פנים כף היד,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,קשת,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
874,WASTING / WASTEFUL (1),בזבוז / לבזבז (1),SINGLE,https://vimeo.com/400913401,Sequence-TA-35_23-WASTE.mp4,5.381,לא רלוונטי,לא רלוונטי,2,משלם,Small-O.jpg,אֶקְדָח,L.jpg,משלם,Small-O.jpg,לא,TI,מאונקלות (כמו וו),לא רלוונטי,למעלה,אצבע מצעית,כן,אותו,לא,"דינמי, משתנה",קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אלכסוני,לא רלוונטי,קרוב>מרוחק,צד נגדי>צד דומיננטי,כן,פתיחה,לא,לא רלוונטי,מרובות,כן,לסירוגין,לא (חד כיווני),לא,לא,לא,לא
875,TO ADD,להוסיף,SINGLE,https://vimeo.com/400923253,Sequence-TA-35_30-TO-ADD.mp4,5.476,לא רלוונטי,לא רלוונטי,2,רגע,Flat-O.jpg,לא רלוונטי,N/A,רגע,Flat-O.jpg,לא,TIMRP,זווית,צמודות כמו בסימון B,מנוגד,סגור,לא,אותו,לא,"דינמי, משתנה",לא בטוח,כן,בסוף הסימן,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,קשת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא בטוח,סיבוב (כמו ״כן״),אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
876,TO RETURN (SOMETHING) / TO BRING BACK,להחזיר,SINGLE,https://vimeo.com/400923324,"Sequence-TA-35_36-RETURN,BRING-BACK.mp4",5.762,לא רלוונטי,לא רלוונטי,2,נשבע,U-swear.jpg,לא רלוונטי,N/A,נשבע,U-swear.jpg,לא,IM,מוארכות,צמודות כמו בסימון B,חוצה,ללא מגע,כן,אותו,לא,"דינמי, משתנה","דינמי, משתנה",כן,בתחילת הסימן,שני מיקומים,טורסו עליון,שטח נייטרלי,סימטריה עם שימוש בשתי הידיים,כן,לא בטוח,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
877,THE SCHOOL BELL / RINGING,צלצול,SINGLE,https://vimeo.com/400923365,Sequence-TA-36_2-SCHOOL-BELL.mp4,4.857,לא רלוונטי,לא רלוונטי,1,צדי,Three.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,כן,TIM,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,באותו הצד,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא,לא רלוונטי,כן,הטייה על ציר (כמו ״אום אל פאחם״) ,מרובות,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא
878,TO DISTURB ,להפריע,SINGLE,https://vimeo.com/400923408,Sequence-TA-36_4-TO-DISTURB.mp4,5.619,לא רלוונטי,לא רלוונטי,2,לא בטוח,Unknown-handshape.jpg,לא רלוונטי,N/A,אצבע,Index-1.jpg,לא,לא בטוח,מוארכות,לא בטוח,כלפי חוץ,ללא מגע,לא,שונה,לא,אַחֵר,קדימה,כן,בסוף הסימן,יד 2,צד כף היד -אגודל,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
879,TO ESTABLISH / TO BUILD,להקים,SINGLE,https://vimeo.com/398781509,"Sequence 36_8.-ESTABLISH,BUILD.mp4",4.857,לא רלוונטי,לא רלוונטי,2,O,O.jpg,פשוקה,5-Open.jpg,מעוגלת,C.jpg,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,מנוגד,סגור,לא,שונה,לא,אחורה,אַחֵר,כן,מתמשך,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נמוך>גבוה,לא רלוונטי,כן,פתיחה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
880,TO COME CLOSE,להתקרב,SINGLE,https://vimeo.com/400923443,Sequence-TA-36_18-TO-COME-CLOSE.mp4,5.571,לא רלוונטי,לא רלוונטי,2,נשבע,U-swear.jpg,לא רלוונטי,N/A,נשבע,U-swear.jpg,לא,IM,מוארכות,צמודות כמו בסימון B,חוצה,ללא מגע,לא,אותו,לא,אחורה,שתי ידיים פונות לצדדים מנוגדים,כן,בסוף הסימן,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
881,TO SLIP,להחליק,SINGLE,https://vimeo.com/540965064,Sequence-TA-36_19-TO-SLIP.mp4,5.190,לא רלוונטי,לא רלוונטי,2,פשוקה,5-Open.jpg,לא רלוונטי,N/A,פשוקה,5-Open.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,לא,אותו,לא,"דינמי, משתנה","דינמי, משתנה",כן,באמצע הסימן,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,קשת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא בטוח,לא בטוח,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
882,TO SNATCH / TO KIDNAP,לחטוף,SINGLE,https://vimeo.com/400923502,"Sequence-TA-36_20-SNATCH,KIDNAP.mp4",5.333,לא רלוונטי,לא רלוונטי,1,פשוקה,5-Open.jpg,לא רלוונטי,N/A,אגרוף,Fist.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,כן,לא בטוח,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד דומיננטי>צד נגדי,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
883,TO ROW,לחתור,SINGLE,https://vimeo.com/400923535,Sequence-TA-37_0-TO-ROW.mp4,4.429,לא רלוונטי,לא רלוונטי,2,אגרוף,Fist.jpg,לא רלוונטי,N/A,אגרוף,Fist.jpg,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,כן,אותו,לא,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,מעגל,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),מרובות,כן,לסירוגין,לא (חד כיווני),לא,לא,לא,לא
884,OFFICE,משרד,SINGLE,https://vimeo.com/398781539,Sequence 37_3-OFFICE.mp4,5.238,לא רלוונטי,לא רלוונטי,2,פרפר,F-curved.jpg,לא רלוונטי,N/A,פשוקה,5-Open.jpg,לא,TI,מעוקמות ,לא רלוונטי,מנוגד,סגור,לא,שונה,לא,למטה/למעלה (2 ידיים),קדימה,כן,מתמשך,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד נגדי>צד דומיננטי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
885,ACCURATE / EXACT,מדויק,SINGLE,https://vimeo.com/400923570,Sequence-TA-37_9-EXACT.mp4,5.762,לא רלוונטי,לא רלוונטי,2,אצבע,Index-1.jpg,לא רלוונטי,N/A,אצבע,Index-1.jpg,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא,אותו,לא,אַחֵר,אַחֵר,כן,בסוף הסימן,יד 2,צד כף היד -אגודל,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,לא,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא
886,MAXIMUM,מקסימום ,SINGLE,https://vimeo.com/400923623,Sequence-TA-37_12-MAXIMUM.mp4,5.429,לא רלוונטי,לא רלוונטי,1,צמודה,5-thumb.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למטה,לצד הנגדי,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,על קו האמצע,כן,לא בטוח,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד נגדי>צד דומיננטי,לא רלוונטי,לא,לא רלוונטי,לא בטוח,סיבוב (כמו ״כן״),אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
887,SITUATION,מצב,SINGLE,https://vimeo.com/400923661,Sequence-TA-37_13-SITUATION.mp4,5.524,לא רלוונטי,לא רלוונטי,2,צדי,Three.jpg,לא רלוונטי,N/A,צדי,Three.jpg,כן,TIM,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,למטה,קדימה,כן (מגע סימטרי ביד2 במרחב נייטרלי),בתחילת הסימן,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד נגדי>צד דומיננטי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
888,TO DISAPPEAR,נעלם ,SINGLE,https://vimeo.com/400923703,Sequence-TA-37_19-DISAPPEAR.mp4,5.381,לא רלוונטי,לא רלוונטי,2,להעתיק,Spray.jpg,רגע,Flat-O.jpg,להעתיק,Spray.jpg,לא,TIMRP,זווית,פרוסות כמו בסימון 4,מנוגד,ללא מגע,כן,אותו,לא,שתי ידיים פונות לצדדים מנוגדים,למעלה,כן (מגע סימטרי ביד2 במרחב נייטרלי),בתחילת הסימן,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד נגדי>צד דומיננטי,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
889,TO STAY / REMAIN,נשאר (2),SINGLE,https://vimeo.com/400923781,"Sequence-TA-37_23-TO-STAY,REMAIN.mp4",5.000,לא רלוונטי,לא רלוונטי,1,פשוקה,5-Open.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
890,TO MOVE,עבר (לשנות מקום),SINGLE,https://vimeo.com/400923823,Sequence-TA-37_24-TO-MOVE.mp4,5.095,לא רלוונטי,לא רלוונטי,2,רגע,Flat-O.jpg,לא רלוונטי,N/A,רגע,Flat-O.jpg,לא,TIMRP,זווית,צמודות כמו בסימון B,מנוגד,סגור,כן,אותו,מְחוּבָּר,לצד הנגדי,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,כן,קשת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
891,TO TRANSFER,להעביר,SINGLE,https://vimeo.com/400923861,Sequence-TA-37_26-TRANSFER.mp4,5.381,לא רלוונטי,לא רלוונטי,2,רגע,Flat-O.jpg,לא רלוונטי,N/A,רגע,Flat-O.jpg,לא,TIMRP,זווית,צמודות כמו בסימון B,מנוגד,סגור,כן,אותו,מְחוּבָּר,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,כן,קשת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
892,TO WRING,לסחוט (כבסים),SINGLE,https://vimeo.com/400923889,Sequence-TA-37_29-TO-WRING.mp4,4.905,לא רלוונטי,לא רלוונטי,2,אגרוף,Fist.jpg,לא רלוונטי,N/A,אגרוף,Fist.jpg,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,כן,אותו,לא,"דינמי, משתנה","דינמי, משתנה",כן (מגע סימטרי ביד2 במרחב נייטרלי),מתמשך,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא,לא רלוונטי,כן,הנהון,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
893,TO KNIT,לסרוג,SINGLE,https://vimeo.com/400923929,Sequence-TA-37_31-TO-KNIT.mp4,4.000,לא רלוונטי,לא רלוונטי,2,אצבע,Index-1.jpg,לא רלוונטי,N/A,אצבע,Index-1.jpg,לא,I,זווית,לא רלוונטי,חוצה,ללא מגע,כן,אותו,לא,"דינמי, משתנה","דינמי, משתנה",כן (מגע סימטרי ביד2 במרחב נייטרלי),מתמשך,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,מעגל,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,אולי,סיבוב (כמו ״כן״),מרובות,כן,לסירוגין,לא (חד כיווני),לא,לא,לא,לא
